Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2017-03-03 11:00:00,6.6,4.1,84.0,12.0,24.1,100.93,Rain
2017-03-03 12:00:00,6.0,4.3,89.0,6.0,16.1,100.85,Rain
2017-03-03 13:00:00,6.1,3.9,86.0,12.0,24.1,100.71,Rain
2017-03-03 14:00:00,6.3,4.6,89.0,19.0,24.1,100.54,Rain
2017-03-03 15:00:00,6.3,4.5,88.0,23.0,19.3,100.41,Rain
2017-03-03 16:00:00,5.7,4.5,92.0,26.0,24.1,100.35,Rain
2017-03-04 06:00:00,2.0,0.5,90.0,13.0,24.1,100.66,Rain
2017-03-04 07:00:00,1.4,0.2,92.0,7.0,24.1,100.67,Clear
2017-03-04 10:00:00,3.6,0.1,78.0,8.0,32.2,100.7,Cloudy
2017-03-04 13:00:00,5.7,1.6,75.0,23.0,32.2,100.57,Cloudy
2017-03-04 16:00:00,5.5,-1.4,61.0,18.0,32.2,100.34,Cloudy
2017-03-05 06:00:00,0.0,-0.3,98.0,3.0,3.2,99.8,Snow
2017-03-05 07:00:00,0.4,0.3,99.0,7.0,3.2,99.81,"Rain Showers,Snow Showers,Fog"
2017-03-05 08:00:00,0.4,0.3,99.0,10.0,4.8,99.82,Snow Showers
2017-03-05 10:00:00,1.2,-0.1,91.0,13.0,12.9,99.85,Cloudy
2017-03-05 12:00:00,2.3,1.1,92.0,16.0,12.9,99.86,Rain
2017-03-05 13:00:00,3.5,2.0,90.0,16.0,16.1,99.83,Cloudy
2017-03-05 14:00:00,4.2,2.2,87.0,19.0,16.1,99.77,Rain
2017-03-05 15:00:00,2.7,1.5,92.0,18.0,12.9,99.77,Rain
2017-03-05 16:00:00,1.3,0.6,95.0,13.0,4.8,99.77,"Rain Showers,Snow Pellets"
2017-03-06 07:00:00,1.9,-2.8,71.0,11.0,32.2,100.6,Cloudy
2017-03-06 10:00:00,4.7,0.8,76.0,8.0,32.2,100.82,Cloudy
2017-03-06 13:00:00,4.8,-2.3,60.0,10.0,32.2,101.01,Cloudy
2017-03-06 16:00:00,5.2,0.0,69.0,17.0,32.2,101.09,Clear
2017-03-07 07:00:00,3.6,1.2,84.0,24.0,16.1,101.44,Cloudy
2017-03-07 09:00:00,2.5,0.2,85.0,23.0,16.1,101.39,Rain
2017-03-07 10:00:00,1.8,0.2,89.0,25.0,9.7,101.34,"Rain Showers,Snow Showers"
2017-03-07 11:00:00,2.3,1.0,91.0,25.0,12.9,101.25,Rain
2017-03-07 12:00:00,1.9,1.0,94.0,26.0,6.4,101.18,"Rain,Snow"
2017-03-07 13:00:00,1.4,0.8,96.0,20.0,4.8,101.14,"Rain,Snow"
2017-03-07 14:00:00,1.7,1.1,96.0,22.0,9.7,101.06,"Rain,Snow"
2017-03-07 15:00:00,1.8,1.2,96.0,21.0,9.7,101.0,"Rain,Snow"
2017-03-07 16:00:00,1.4,0.8,96.0,20.0,4.8,100.94,"Rain,Snow"
2017-03-07 17:00:00,1.9,1.2,95.0,22.0,12.9,100.89,Rain
2017-03-08 07:00:00,1.7,-0.4,86.0,10.0,48.3,101.85,Cloudy
2017-03-08 10:00:00,4.2,0.7,78.0,15.0,48.3,102.03,Cloudy
2017-03-08 13:00:00,6.0,-0.9,61.0,13.0,48.3,102.0,Cloudy
2017-03-08 15:00:00,6.2,-1.9,56.0,14.0,24.1,101.9,Rain
2017-03-08 16:00:00,5.2,0.4,71.0,26.0,24.1,101.9,Cloudy
2017-03-08 17:00:00,3.7,1.4,85.0,13.0,24.1,101.91,Rain
2017-03-09 07:00:00,2.0,1.4,96.0,4.0,24.1,102.09,Drizzle
2017-03-09 10:00:00,3.9,1.1,82.0,2.0,32.2,102.04,Cloudy
2017-03-09 13:00:00,4.2,1.7,84.0,5.0,48.3,101.81,Cloudy
2017-03-09 14:00:00,4.0,1.0,81.0,19.0,19.3,101.72,Rain
2017-03-09 15:00:00,3.1,1.8,91.0,17.0,16.1,101.53,Rain
2017-03-09 16:00:00,3.4,2.2,92.0,14.0,16.1,101.38,Rain
2017-03-09 17:00:00,3.3,2.4,94.0,9.0,19.3,101.25,Rain
2017-03-10 07:00:00,6.5,5.9,96.0,8.0,24.1,101.34,Cloudy
2017-03-10 10:00:00,6.9,5.4,90.0,10.0,24.1,101.81,Cloudy
2017-03-10 13:00:00,7.2,5.2,87.0,14.0,24.1,102.22,Cloudy
2017-03-10 16:00:00,8.5,5.3,80.0,7.0,48.3,102.33,Cloudy
2017-03-11 07:00:00,5.7,2.7,81.0,11.0,48.3,101.45,Cloudy
2017-03-11 10:00:00,5.9,4.2,89.0,5.0,24.1,101.28,Rain
2017-03-11 11:00:00,6.2,4.4,88.0,22.0,12.9,101.17,Rain
2017-03-11 12:00:00,6.5,5.0,90.0,18.0,24.1,101.16,Rain
2017-03-11 13:00:00,6.8,5.8,93.0,20.0,12.9,101.13,Rain
2017-03-11 14:00:00,7.4,6.4,93.0,17.0,19.3,101.07,Rain
2017-03-11 15:00:00,7.9,6.9,93.0,21.0,24.1,101.1,Rain
2017-03-11 16:00:00,7.4,6.4,93.0,24.0,19.3,101.07,Rain
2017-03-11 17:00:00,7.2,6.5,95.0,18.0,6.4,101.09,"Rain,Fog"
2017-03-12 07:00:00,7.2,6.2,93.0,13.0,32.2,102.3,Cloudy
2017-03-12 10:00:00,9.1,7.1,87.0,21.0,32.2,102.41,Cloudy
2017-03-12 11:00:00,8.9,7.8,93.0,19.0,16.1,102.42,Rain
2017-03-12 12:00:00,8.8,8.1,95.0,17.0,16.1,102.45,Rain
2017-03-12 13:00:00,8.9,8.0,94.0,11.0,24.1,102.43,Rain
2017-03-12 14:00:00,9.2,7.8,91.0,14.0,19.3,102.39,Rain
2017-03-12 15:00:00,9.5,8.1,91.0,9.0,19.3,102.35,Rain
2017-03-12 16:00:00,9.2,8.0,92.0,16.0,19.3,102.32,Rain
2017-03-13 06:00:00,7.5,6.8,95.0,18.0,9.7,101.68,"Drizzle,Fog"
2017-03-13 07:00:00,7.7,7.1,96.0,23.0,16.1,101.69,Cloudy
2017-03-13 08:00:00,8.0,7.4,96.0,18.0,6.4,101.77,"Drizzle,Fog"
2017-03-13 10:00:00,8.5,7.6,94.0,15.0,24.1,101.74,Cloudy
2017-03-13 11:00:00,9.1,8.0,93.0,9.0,24.1,101.75,Drizzle
2017-03-13 12:00:00,9.6,7.9,89.0,8.0,24.1,101.74,Drizzle
2017-03-13 13:00:00,10.0,8.5,90.0,9.0,24.1,101.74,Cloudy
2017-03-13 16:00:00,10.1,8.6,90.0,8.0,24.1,101.71,Drizzle
2017-03-14 07:00:00,8.2,7.8,97.0,14.0,4.0,100.61,"Rain,Fog"
2017-03-14 08:00:00,8.4,8.0,97.0,18.0,4.8,100.65,"Rain,Fog"
2017-03-14 09:00:00,9.3,8.7,96.0,22.0,24.1,100.66,Rain
2017-03-14 10:00:00,10.7,9.8,94.0,19.0,24.1,100.7,Cloudy
2017-03-14 13:00:00,13.2,11.3,88.0,21.0,24.1,100.84,Cloudy
2017-03-14 16:00:00,13.9,10.0,77.0,28.0,24.1,100.91,Cloudy
2017-03-15 07:00:00,8.5,7.9,96.0,10.0,24.1,101.09,Cloudy
2017-03-15 10:00:00,9.8,7.2,84.0,12.0,24.1,101.08,Cloudy
2017-03-15 12:00:00,9.7,7.7,87.0,9.0,12.9,100.95,Rain
2017-03-15 13:00:00,10.2,8.7,90.0,10.0,24.1,100.89,Cloudy
2017-03-15 16:00:00,10.0,8.1,88.0,16.0,24.1,100.67,Rain
2017-03-15 17:00:00,10.0,7.6,85.0,13.0,24.1,100.65,Rain
2017-03-15 18:00:00,9.6,8.1,90.0,21.0,16.1,100.68,Rain
2017-03-16 07:00:00,5.6,2.1,78.0,13.0,32.2,102.12,Cloudy
2017-03-16 09:00:00,6.7,2.4,74.0,27.0,24.1,102.25,Rain
2017-03-16 10:00:00,6.3,4.3,87.0,21.0,24.1,102.33,Rain
2017-03-16 11:00:00,6.2,4.0,86.0,21.0,16.1,102.37,Rain
2017-03-16 13:00:00,7.4,3.7,77.0,20.0,24.1,102.37,Rain
2017-03-16 16:00:00,8.9,3.1,67.0,15.0,24.1,102.32,Cloudy
2017-03-17 07:00:00,3.9,2.6,91.0,12.0,48.3,101.75,Cloudy
2017-03-17 13:00:00,6.8,4.1,83.0,4.0,48.3,101.36,Cloudy
2017-03-17 14:00:00,8.6,3.1,68.0,25.0,24.1,101.28,Rain
2017-03-17 15:00:00,6.7,4.5,86.0,19.0,16.1,101.23,Rain
2017-03-17 16:00:00,5.8,4.3,90.0,24.0,12.9,101.15,Rain
2017-03-17 17:00:00,4.9,3.4,90.0,24.0,19.3,101.05,Rain
2017-03-17 18:00:00,4.8,3.5,91.0,23.0,12.9,100.96,Rain
2017-03-18 06:00:00,5.5,4.2,91.0,20.0,24.1,100.23,Rain
2017-03-18 07:00:00,5.5,4.2,91.0,18.0,24.1,100.26,Cloudy
2017-03-18 12:00:00,6.1,3.6,84.0,37.0,24.1,100.91,Rain
2017-03-18 13:00:00,7.5,3.8,77.0,32.0,32.2,101.03,Cloudy
2017-03-18 16:00:00,8.3,1.3,61.0,13.0,32.2,101.43,Clear
2017-03-19 13:00:00,7.7,0.7,61.0,9.0,32.2,102.68,Clear
2017-03-19 16:00:00,8.2,0.2,57.0,14.0,48.3,102.53,Clear
2017-03-20 07:00:00,1.4,-2.2,77.0,8.0,48.3,101.94,Cloudy
2017-03-20 10:00:00,5.5,0.7,71.0,12.0,48.3,101.8,Cloudy
2017-03-20 13:00:00,7.7,2.2,68.0,22.0,48.3,101.57,Cloudy
2017-03-20 16:00:00,7.6,0.8,62.0,19.0,48.3,101.33,Cloudy
2017-03-21 06:00:00,6.5,4.0,84.0,5.0,16.1,100.71,Rain
2017-03-21 07:00:00,6.2,4.0,86.0,8.0,8.1,100.69,"Rain,Fog"
2017-03-21 08:00:00,6.6,5.1,90.0,5.0,16.1,100.66,Rain
2017-03-21 10:00:00,7.5,6.3,92.0,5.0,24.1,100.6,Cloudy
2017-03-21 13:00:00,7.4,6.2,92.0,21.0,12.9,100.54,Rain
2017-03-21 16:00:00,11.1,8.5,84.0,12.0,24.1,100.53,Cloudy
2017-03-21 17:00:00,11.4,8.1,80.0,12.0,24.1,100.48,Rain
2017-03-21 18:00:00,11.1,8.4,83.0,10.0,24.1,100.53,Rain
2017-03-22 07:00:00,9.8,6.5,80.0,22.0,32.2,100.54,Cloudy
2017-03-22 10:00:00,9.9,7.5,85.0,26.0,24.1,100.7,Rain
2017-03-22 11:00:00,10.1,7.7,85.0,15.0,24.1,100.74,Rain
2017-03-22 13:00:00,10.6,7.0,78.0,18.0,24.1,100.81,Rain
2017-03-22 16:00:00,10.0,7.1,82.0,22.0,24.1,100.91,Rain
2017-03-23 07:00:00,6.6,4.3,85.0,17.0,24.1,101.66,Cloudy
2017-03-23 10:00:00,8.2,3.5,72.0,32.0,24.1,101.69,Cloudy
2017-03-23 13:00:00,11.5,3.1,56.0,39.0,48.3,101.55,Cloudy
2017-03-23 16:00:00,10.9,4.0,62.0,12.0,48.3,101.31,Cloudy
2017-03-23 17:00:00,10.9,2.3,55.0,18.0,48.3,101.23,Rain
2017-03-23 18:00:00,9.4,5.0,74.0,17.0,24.1,101.21,Rain
2017-03-24 07:00:00,6.9,5.4,90.0,13.0,32.2,100.7,Cloudy
2017-03-24 10:00:00,8.7,6.2,84.0,14.0,32.2,100.75,Cloudy
2017-03-24 12:00:00,9.8,6.9,82.0,21.0,24.1,100.79,Rain
2017-03-24 13:00:00,10.2,7.1,81.0,22.0,24.1,100.76,Rain
2017-03-24 14:00:00,10.2,6.4,77.0,23.0,24.1,100.78,Rain
2017-03-24 15:00:00,10.0,7.6,85.0,14.0,24.1,100.8,Rain
2017-03-24 16:00:00,9.9,8.0,88.0,10.0,24.1,100.84,Rain
2017-03-24 17:00:00,9.4,7.9,90.0,6.0,24.1,100.9,Rain
2017-03-24 18:00:00,8.8,7.3,90.0,14.0,19.3,100.95,Rain
2017-03-25 07:00:00,7.0,4.0,81.0,13.0,32.2,101.7,Cloudy
2017-03-25 10:00:00,8.7,3.4,69.0,18.0,32.2,101.83,Cloudy
2017-03-25 13:00:00,9.5,0.9,55.0,12.0,48.3,101.85,Cloudy
2017-03-25 16:00:00,10.1,0.7,52.0,10.0,48.3,101.78,Cloudy
2017-03-26 06:00:00,5.7,3.6,86.0,10.0,24.1,101.01,Rain
2017-03-26 07:00:00,5.7,3.6,86.0,13.0,24.1,100.97,Rain
2017-03-26 08:00:00,5.8,4.0,88.0,21.0,19.3,100.97,Rain
2017-03-26 09:00:00,6.2,4.5,89.0,21.0,16.1,100.96,Rain
2017-03-26 10:00:00,6.1,4.6,90.0,24.0,16.1,100.93,Rain
2017-03-26 11:00:00,5.8,4.3,90.0,24.0,9.7,100.88,"Moderate Rain,Fog"
2017-03-26 12:00:00,6.3,4.6,89.0,25.0,16.1,100.78,Rain
2017-03-26 13:00:00,7.6,4.9,83.0,25.0,24.1,100.7,Rain
2017-03-26 16:00:00,8.6,5.0,78.0,19.0,19.3,100.62,Cloudy
2017-03-26 17:00:00,7.8,5.8,87.0,16.0,16.1,100.65,Rain
2017-03-26 18:00:00,7.0,6.0,93.0,14.0,12.9,100.67,Rain
2017-03-27 06:00:00,6.8,6.1,95.0,12.0,19.3,101.32,Drizzle
2017-03-27 07:00:00,6.7,6.1,96.0,18.0,8.1,101.36,"Rain,Fog"
2017-03-27 08:00:00,7.1,6.4,95.0,15.0,19.3,101.46,Rain
2017-03-27 09:00:00,7.8,6.8,93.0,15.0,24.1,101.56,Rain
2017-03-27 10:00:00,9.1,6.9,86.0,13.0,24.1,101.6,Rain
2017-03-27 13:00:00,10.9,6.5,74.0,19.0,24.1,101.84,Cloudy
2017-03-27 16:00:00,11.3,4.8,64.0,27.0,32.2,101.91,Cloudy
2017-03-27 18:00:00,10.1,4.7,69.0,18.0,32.2,101.97,Rain
2017-03-28 06:00:00,7.2,6.0,92.0,32.0,12.9,101.97,Rain
2017-03-28 07:00:00,7.2,6.0,92.0,32.0,12.9,101.95,Rain
2017-03-28 08:00:00,7.2,6.2,93.0,28.0,6.4,101.98,"Rain,Fog"
2017-03-28 09:00:00,7.4,6.2,92.0,32.0,12.9,101.97,Rain
2017-03-28 10:00:00,7.6,6.6,93.0,33.0,12.9,101.99,Rain
2017-03-28 11:00:00,7.8,6.8,93.0,29.0,12.9,102.02,Rain
2017-03-28 12:00:00,8.2,6.8,91.0,25.0,16.1,102.02,Rain
2017-03-28 13:00:00,8.5,7.3,92.0,23.0,16.1,102.02,Rain
2017-03-28 14:00:00,8.7,7.2,90.0,27.0,24.1,102.0,Rain
2017-03-28 15:00:00,8.8,7.4,91.0,28.0,19.3,101.96,Rain
2017-03-28 16:00:00,8.5,7.4,93.0,21.0,24.1,101.94,Rain
2017-03-28 17:00:00,8.1,7.2,94.0,18.0,12.9,101.95,Rain
2017-03-28 18:00:00,8.0,7.3,95.0,18.0,8.1,101.95,"Rain,Fog"
2017-03-29 06:00:00,6.1,3.9,86.0,24.0,16.1,101.08,Rain
2017-03-29 07:00:00,6.5,4.2,85.0,25.0,19.3,100.94,Rain
2017-03-29 08:00:00,6.9,4.9,87.0,18.0,12.9,100.84,Rain
2017-03-29 09:00:00,7.0,6.0,93.0,23.0,11.3,100.76,Rain
2017-03-29 10:00:00,7.2,6.5,95.0,26.0,4.8,100.73,"Rain,Fog"
2017-03-29 11:00:00,7.9,7.2,95.0,26.0,4.8,100.7,"Rain,Fog"
2017-03-29 12:00:00,8.2,7.5,95.0,23.0,6.4,100.7,"Rain,Drizzle,Fog"
2017-03-29 13:00:00,9.7,8.8,94.0,28.0,24.1,100.71,Cloudy
2017-03-29 16:00:00,12.0,7.2,72.0,27.0,32.2,100.8,Clear
2017-03-30 07:00:00,6.9,4.4,84.0,30.0,48.3,101.76,Cloudy
2017-03-30 10:00:00,8.9,4.9,76.0,24.0,48.3,102.07,Clear
2017-03-30 13:00:00,10.3,5.9,74.0,20.0,48.3,102.29,Clear
2017-03-30 16:00:00,11.1,5.2,67.0,13.0,48.3,102.38,Clear
2017-03-30 19:00:00,8.2,3.3,71.0,3.0,48.3,102.5,Clear
2017-03-31 07:00:00,6.6,4.3,85.0,17.0,32.2,102.82,Cloudy
2017-03-31 10:00:00,8.9,5.3,78.0,22.0,24.1,102.88,Cloudy
2017-03-31 13:00:00,10.3,5.1,70.0,12.0,32.2,102.76,Cloudy
2017-03-31 16:00:00,10.7,4.0,63.0,9.0,48.3,102.6,Cloudy
2017-03-31 19:00:00,9.3,4.9,74.0,6.0,32.2,102.41,Cloudy
2017-01-01 07:00:00,0.8,0.4,97.0,8.0,24.1,100.72,Cloudy
2017-01-01 10:00:00,2.1,-5.3,58.0,23.0,48.3,100.9,Cloudy
2017-01-01 13:00:00,1.4,-6.5,56.0,21.0,48.3,100.97,Cloudy
2017-01-01 16:00:00,0.9,-7.6,53.0,14.0,48.3,101.03,Cloudy
2017-01-02 10:00:00,-0.9,-12.9,40.0,13.0,48.3,101.86,Clear
2017-01-02 16:00:00,0.2,-12.9,37.0,15.0,48.3,102.08,Clear
2017-01-03 07:00:00,-6.0,-12.6,60.0,14.0,48.3,102.78,Clear
2017-01-03 13:00:00,-0.3,-12.7,39.0,6.0,48.3,102.84,Clear
2017-01-04 13:00:00,1.9,-2.6,72.0,17.0,48.3,102.65,Clear
2017-01-05 07:00:00,-5.1,-8.2,79.0,9.0,48.3,102.69,Clear
2017-01-05 10:00:00,-2.5,-6.3,75.0,13.0,48.3,102.68,Cloudy
2017-01-05 13:00:00,0.3,-5.5,65.0,11.0,48.3,102.46,Cloudy
2017-01-05 16:00:00,-0.2,-5.6,67.0,9.0,48.3,102.29,Cloudy
2017-01-06 13:00:00,2.1,-5.1,59.0,16.0,24.1,101.61,Cloudy
2017-01-06 16:00:00,2.2,-3.5,66.0,14.0,48.3,101.56,Cloudy
2017-01-08 07:00:00,1.2,-4.1,68.0,6.0,32.2,100.98,Cloudy
2017-01-08 17:00:00,1.4,0.8,96.0,6.0,8.1,99.7,"Rain,Fog"
2017-01-09 13:00:00,4.6,3.1,90.0,15.0,24.1,100.28,Rain
2017-01-10 10:00:00,0.0,-5.4,67.0,14.0,32.2,100.74,Cloudy
2017-01-11 07:00:00,-4.0,-11.1,58.0,2.0,48.3,100.8,Clear
2017-01-11 10:00:00,-1.9,-9.1,58.0,7.0,48.3,101.06,Clear
2017-01-11 13:00:00,1.0,-9.1,47.0,8.0,48.3,101.18,Clear
2017-01-11 16:00:00,0.9,-6.9,56.0,6.0,48.3,101.36,Clear
2017-01-13 07:00:00,-5.9,-7.1,91.0,8.0,48.3,103.05,Clear
2017-01-13 10:00:00,-3.3,-5.3,86.0,8.0,48.3,103.2,Cloudy
2017-01-13 13:00:00,0.0,-5.6,66.0,2.0,48.3,103.11,Cloudy
2017-01-13 16:00:00,0.4,-4.4,70.0,3.0,48.3,103.14,Cloudy
2017-01-14 13:00:00,3.0,-1.2,74.0,10.0,48.3,102.77,Cloudy
2017-01-15 07:00:00,-1.3,-2.9,89.0,11.0,32.2,102.54,Cloudy
2017-01-15 13:00:00,4.0,0.3,77.0,6.0,32.2,102.52,Cloudy
2017-01-16 07:00:00,1.8,-0.9,82.0,12.0,24.1,102.23,Cloudy
2017-01-17 14:00:00,8.7,5.5,80.0,26.0,19.3,100.09,Rain
2017-01-17 15:00:00,7.9,5.9,87.0,30.0,19.3,99.92,Rain
2017-01-18 06:00:00,9.2,8.0,92.0,28.0,12.9,99.21,Rain
2017-01-18 07:00:00,9.1,8.2,94.0,30.0,16.1,99.11,Rain
2017-01-18 08:00:00,8.3,7.7,96.0,26.0,19.3,99.01,Rain
2017-01-18 09:00:00,8.0,7.3,95.0,27.0,19.3,99.01,Rain
2017-01-18 10:00:00,9.1,7.6,90.0,38.0,24.1,98.94,Cloudy
2017-01-18 12:00:00,9.9,8.4,90.0,29.0,24.1,99.04,Rain
2017-01-18 13:00:00,10.5,9.1,91.0,21.0,24.1,99.08,Rain
2017-01-18 16:00:00,10.3,8.9,91.0,13.0,24.1,99.04,Rain
2017-01-18 17:00:00,9.5,8.4,93.0,13.0,24.1,98.99,Rain
2017-01-19 06:00:00,7.4,5.9,90.0,23.0,16.1,99.55,Rain
2017-01-19 07:00:00,6.9,5.9,93.0,17.0,24.1,99.58,Rain
2017-01-19 08:00:00,6.8,5.8,93.0,22.0,24.1,99.61,Rain
2017-01-19 11:00:00,7.5,6.3,92.0,18.0,24.1,99.72,Rain
2017-01-19 12:00:00,8.0,6.6,91.0,14.0,24.1,99.68,Rain
2017-01-19 13:00:00,8.2,6.3,88.0,15.0,24.1,99.65,Cloudy
2017-01-19 16:00:00,7.8,6.0,88.0,20.0,24.1,99.64,Rain
2017-01-19 17:00:00,7.0,6.3,95.0,12.0,12.9,99.65,Rain
2017-01-20 07:00:00,3.6,1.6,87.0,8.0,32.2,98.96,Clear
2017-01-20 10:00:00,3.9,2.9,93.0,9.0,48.3,98.88,Cloudy
2017-01-20 16:00:00,5.3,4.3,93.0,14.0,48.3,98.64,Cloudy
2017-01-21 07:00:00,6.2,3.7,84.0,15.0,24.1,99.18,Cloudy
2017-01-21 10:00:00,7.4,3.8,78.0,17.0,32.2,99.39,Cloudy
2017-01-21 13:00:00,10.3,4.1,65.0,10.0,32.2,99.52,Cloudy
2017-01-21 16:00:00,9.6,4.4,70.0,12.0,32.2,99.69,Cloudy
2017-01-22 07:00:00,4.2,2.4,88.0,7.0,32.2,99.59,Cloudy
2017-01-22 13:00:00,6.0,4.2,88.0,21.0,12.9,99.96,Rain
2017-01-22 14:00:00,6.2,4.0,86.0,22.0,12.9,99.99,Rain
2017-01-22 15:00:00,5.8,4.1,89.0,22.0,16.1,100.05,Rain
2017-01-22 16:00:00,5.9,4.1,88.0,18.0,24.1,100.1,Rain
2017-01-23 13:00:00,6.3,4.1,86.0,24.0,48.3,101.06,Clear
2017-01-23 16:00:00,6.0,4.3,89.0,15.0,48.3,101.17,Clear
2017-01-24 07:00:00,1.8,1.2,96.0,5.0,24.1,101.85,Cloudy
2017-01-24 10:00:00,2.4,1.2,92.0,3.0,24.1,102.0,Cloudy
2017-01-24 13:00:00,4.4,2.6,88.0,8.0,19.3,102.04,Cloudy
2017-01-24 16:00:00,4.2,2.2,87.0,7.0,24.1,102.11,Cloudy
2017-01-25 07:00:00,2.6,2.0,96.0,1.0,32.2,102.37,Cloudy
2017-01-25 10:00:00,4.0,2.2,88.0,4.0,48.3,102.46,Cloudy
2017-01-25 13:00:00,5.1,1.8,79.0,1.0,48.3,102.49,Cloudy
2017-01-25 16:00:00,5.5,2.0,78.0,5.0,48.3,102.52,Cloudy
2017-01-26 07:00:00,2.5,1.5,93.0,12.0,24.1,103.16,Cloudy
2017-01-26 10:00:00,4.3,2.7,89.0,4.0,48.3,103.31,Cloudy
2017-01-26 13:00:00,6.7,2.4,74.0,3.0,48.3,103.31,Cloudy
2017-01-26 16:00:00,5.3,2.0,79.0,1.0,48.3,103.37,Cloudy
2017-01-27 07:00:00,3.9,0.8,80.0,9.0,32.2,103.66,Cloudy
2017-01-27 10:00:00,5.5,1.8,77.0,10.0,48.3,103.84,Cloudy
2017-01-27 13:00:00,8.5,2.1,64.0,10.0,48.3,103.74,Cloudy
2017-01-27 16:00:00,5.8,3.8,87.0,7.0,48.3,103.68,Cloudy
2017-01-28 07:00:00,2.0,0.5,90.0,7.0,32.2,103.53,Cloudy
2017-01-28 10:00:00,3.7,0.9,82.0,17.0,48.3,103.54,Cloudy
2017-01-28 13:00:00,7.7,2.4,69.0,14.0,48.3,103.4,Cloudy
2017-01-28 16:00:00,8.7,2.7,66.0,9.0,48.3,103.26,Cloudy
2017-01-29 07:00:00,5.7,0.5,69.0,12.0,32.2,102.7,Cloudy
2017-01-29 10:00:00,5.9,1.4,73.0,26.0,32.2,102.58,Cloudy
2017-01-29 11:00:00,6.4,2.9,78.0,18.0,16.1,102.64,Rain
2017-01-29 12:00:00,6.4,4.6,88.0,25.0,19.3,102.64,Rain
2017-01-29 13:00:00,7.0,5.0,87.0,25.0,24.1,102.6,Cloudy
2017-01-29 16:00:00,8.3,5.6,83.0,13.0,32.2,102.69,Cloudy
2017-01-30 07:00:00,4.0,2.7,91.0,16.0,24.1,102.91,Cloudy
2017-01-30 10:00:00,4.8,3.0,88.0,13.0,24.1,102.91,Cloudy
2017-01-30 11:00:00,5.3,3.6,89.0,11.0,24.1,102.91,Rain
2017-01-30 13:00:00,5.2,2.2,81.0,22.0,24.1,102.85,Cloudy
2017-01-30 16:00:00,4.7,1.9,82.0,20.0,24.1,102.66,Cloudy
2017-01-31 07:00:00,0.3,-5.9,63.0,7.0,48.3,102.57,Clear
2017-01-31 10:00:00,3.3,-4.0,59.0,4.0,48.3,102.65,Clear
2017-01-31 13:00:00,5.9,-5.4,44.0,16.0,48.3,102.66,Clear
2017-01-31 16:00:00,6.0,-14.2,22.0,11.0,48.3,102.64,Clear
2017-02-01 07:00:00,-2.1,-10.0,55.0,7.0,48.3,102.98,Clear
2017-02-01 10:00:00,2.9,-9.8,39.0,8.0,48.3,102.96,Clear
2017-02-01 13:00:00,7.0,-15.2,19.0,19.0,48.3,102.79,Clear
2017-02-01 16:00:00,4.3,-3.5,57.0,12.0,48.3,102.68,Clear
2017-02-02 07:00:00,-1.6,-11.0,49.0,4.0,48.3,102.41,Clear
2017-02-02 10:00:00,3.3,-10.1,37.0,3.0,48.3,102.38,Cloudy
2017-02-02 13:00:00,5.7,-7.2,39.0,14.0,48.3,102.17,Cloudy
2017-02-02 16:00:00,4.2,-3.3,58.0,17.0,48.3,101.9,Cloudy
2017-02-03 07:00:00,-0.7,-3.7,80.0,3.0,9.7,100.54,Snow
2017-02-03 08:00:00,-1.6,-2.4,94.0,12.0,0.6,100.48,Moderate Snow
2017-02-03 09:00:00,-1.8,-2.4,96.0,8.0,0.6,100.38,Moderate Snow
2017-02-03 10:00:00,-1.8,-2.4,96.0,6.0,4.8,100.31,Snow
2017-02-03 11:00:00,-1.3,-2.4,92.0,5.0,4.8,100.23,Snow
2017-02-03 12:00:00,-1.1,-2.4,91.0,8.0,4.8,100.1,Snow
2017-02-03 13:00:00,-1.0,-1.8,94.0,7.0,1.2,99.95,Snow
2017-02-03 14:00:00,-1.0,-1.6,96.0,4.0,0.8,99.83,Moderate Snow
2017-02-03 15:00:00,-0.5,-1.1,96.0,4.0,1.6,99.75,Snow
2017-02-03 16:00:00,-0.3,-0.7,97.0,6.0,2.0,99.71,Snow
2017-02-03 17:00:00,-0.1,-0.5,97.0,7.0,1.2,99.69,Snow
2017-02-04 06:00:00,0.4,0.0,97.0,14.0,12.9,100.18,Snow
2017-02-04 07:00:00,0.5,-0.1,96.0,16.0,4.8,100.26,"Rain,Snow"
2017-02-04 08:00:00,0.3,-0.1,97.0,7.0,2.4,100.37,Snow
2017-02-04 09:00:00,0.3,-0.1,97.0,12.0,2.4,100.46,Snow
2017-02-04 10:00:00,0.2,-0.2,97.0,12.0,4.0,100.55,Snow
2017-02-04 11:00:00,0.2,-0.7,94.0,20.0,12.9,100.6,Snow
2017-02-04 13:00:00,0.7,-0.5,92.0,16.0,12.9,100.53,Cloudy
2017-02-04 14:00:00,0.4,-0.5,94.0,12.0,2.4,100.45,Snow
2017-02-04 15:00:00,0.4,-0.2,96.0,10.0,2.4,100.34,Snow
2017-02-04 16:00:00,0.4,-0.2,96.0,17.0,4.8,100.28,Snow
2017-02-04 17:00:00,0.4,-0.3,95.0,3.0,2.4,100.26,Snow
2017-02-05 16:00:00,0.5,0.1,97.0,11.0,4.8,100.01,Snow
